Id,SalePrice
1461,126879.73052522015
1462,158360.5097700239
1463,179909.09086965764
1464,188254.5811610298
1465,202759.79450104854
1466,173394.9602188866
1467,172786.59024675668
1468,166215.71504111437
1469,180264.99195050044
1470,122544.64323118218
1471,206304.04616409735
1472,99464.51820649675
1473,100505.0461382118
1474,150603.44769321795
1475,126697.55922225399
1476,377371.54654769343
1477,258422.64198590568
1478,293263.80047945736
1479,278788.2784595549
1480,497232.58236490743
1481,301210.4143231624
1482,209400.47819711248
1483,169359.2210098284
1484,172463.54030490937
1485,179534.7186104085
1486,196154.31093062495
1487,326484.16833537014
1488,234767.01256054157
1489,205157.67844398238
1490,225220.2763926263
1491,194411.27234512998
1492,91747.14236347706
1493,180773.8645015756
1494,283749.4176852908
1495,289209.8651379712
1496,232854.35734046798
1497,181259.71472148946
1498,161163.5260627751
1499,163439.2614845673
1500,158891.3325866489
1501,178221.24324428296
1502,162277.28339494552
1503,288187.31839608366
1504,238603.78823279194
1505,219755.95486069104
1506,180066.85875285862
1507,240062.95816596417
1508,203304.79785659793
1509,160550.93810937757
1510,145194.5160756056
1511,144899.51980839402
1512,175868.51425942924
1513,147340.17925475995
1514,172303.78023135872
1515,199775.36177059135
1516,163903.45766797033
1517,163891.3595414391
1518,127705.02609910473
1519,227080.0267945415
1520,135615.80774193967
1521,137065.37062805012
1522,173650.14036599637
1523,108847.40770315897
1524,123564.65016173548
1525,124533.48421603096
1526,118252.95856472902
1527,106659.49205353761
1528,131693.7682881559
1529,147181.2186571696
1530,167986.8161586424
1531,115302.84362546093
1532,101196.92780951686
1533,136360.58737003748
1534,117273.13503501956
1535,152076.9610551843
1536,111260.2970472474
1537,74041.7116572073
1538,172929.10902554297
1539,239749.5904611286
1540,95535.93032816541
1541,139433.6152966888
1542,137010.27828071048
1543,193603.23534781864
1544,84618.13371253894
1545,106282.47211144048
1546,133493.85831569033
1547,135710.03004248065
1548,131191.04219646147
1549,115363.1943122923
1550,132294.06425435888
1551,114454.44791536265
1552,125222.43757446713
1553,153789.70972651133
1554,112876.14995952425
1555,176255.3337935413
1556,94751.57058143427
1557,105999.64235341296
1558,98824.42724933368
1559,86325.51012233685
1560,139843.8111842667
1561,124396.89633545853
1562,130113.0475954558
1563,124139.51290792256
1564,158714.49481495935
1565,149667.83696828334
1566,231004.19386275148
1567,70725.52762282928
1568,229297.33410482164
1569,138524.8485131564
1570,147107.33767019527
1571,128697.6779447085
1572,146473.34017326127
1573,249636.62171770024
1574,117801.93675887774
1575,237339.50236214302
1576,236019.05351367733
1577,196369.15054664598
1578,145524.02380726475
1579,142927.67705322188
1580,187350.85233995345
1581,150931.19991870006
1582,125019.85342119096
1583,335600.00925803714
1584,227941.38028622544
1585,143364.73656698118
1586,68175.26147462983
1587,105823.30815979917
1588,149407.05869691927
1589,94427.56315427145
1590,135047.53383357532
1591,100614.68908193099
1592,115008.20187243649
1593,128289.01513051326
1594,150364.05597047717
1595,110662.37380072883
1596,224748.51117016422
1597,182847.07585107448
1598,212324.38328107647
1599,198027.01936037358
1600,182129.81953476518
1601,73535.34405595243
1602,120982.54875181548
1603,89332.10817982163
1604,283701.08814155345
1605,240205.46129422713
1606,166110.59407485352
1607,188830.76290524082
1608,209864.33775869646
1609,193521.13781431655
1610,150518.4557610306
1611,141363.74173802053
1612,161266.76577883968
1613,156063.76285108688
1614,125792.39035675909
1615,94156.77368828417
1616,75741.99208840966
1617,94615.90906580238
1618,122714.22162621177
1619,138981.00917044736
1620,173238.82517761906
1621,134801.46923361655
1622,137717.07722102702
1623,282555.056474794
1624,222729.64933066696
1625,130944.11388152483
1626,164364.05362419336
1627,184905.10869584366
1628,264120.5446282173
1629,179014.1941180028
1630,376686.1655996989
1631,209831.88199246628
1632,246099.22596825758
1633,172735.80575976355
1634,184585.3618644025
1635,178675.23588208423
1636,152442.19027714402
1637,185532.20680874906
1638,204088.07537265564
1639,177485.60136174134
1640,255823.98517055946
1641,178000.61234781673
1642,220899.76511274755
1643,220992.47555563282
1644,224617.24574338912
1645,190005.17061227726
1646,155977.4097383858
1647,160024.26561447704
1648,127873.8773513229
1649,137862.2715771871
1650,113772.0647599648
1651,120253.92379765137
1652,101005.12761533151
1653,103462.67130782819
1654,149974.8686725526
1655,142977.5833597342
1656,144098.045573664
1657,148046.58602233295
1658,152539.54727389384
1659,132513.70586694492
1660,158669.0936313397
1661,475608.5583961542
1662,394657.52777594567
1663,379718.3783170646
1664,494113.0485696719
1665,314202.3161315053
1666,342367.1897381324
1667,376672.91532541974
1668,334513.58486458135
1669,289956.6894229044
1670,344191.6563175197
1671,264717.27750892716
1672,493940.6273151855
1673,311869.1678688619
1674,250328.3589368084
1675,187228.40599079948
1676,192216.75833912398
1677,214384.25919148696
1678,498568.2956796868
1679,386132.6387917242
1680,331316.70967610116
1681,257193.45446405542
1682,304303.34303684765
1683,185440.1647293225
1684,175890.65573587723
1685,171723.38639362497
1686,168797.43474184154
1687,171734.01453635131
1688,189697.92615199345
1689,193915.5197812657
1690,192151.59242525295
1691,182942.12565934315
1692,249574.39456726663
1693,170943.726091369
1694,178563.03458993495
1695,167333.88366890838
1696,263253.6635309955
1697,171287.7906435215
1698,354018.0518200564
1699,308427.59536008694
1700,252500.15080392783
1701,275752.5307037475
1702,254074.08494040056
1703,246056.7726834552
1704,291960.26262769825
1705,222306.97072208923
1706,448648.9004227971
1707,214253.4460984528
1708,202822.15714457538
1709,274570.065532759
1710,228232.88422689497
1711,249884.17697508284
1712,254837.728487265
1713,267936.504747172
1714,212381.9461543273
1715,202415.53161937313
1716,183642.76213645074
1717,176329.85589201516
1718,137002.38678646632
1719,200531.94040333375
1720,235195.58798212436
1721,173143.26110664883
1722,127513.23190568591
1723,155511.8874477319
1724,214682.40433627172
1725,237294.96298700833
1726,191194.3709940625
1727,162782.72136602766
1728,188422.25318537094
1729,165030.39007917332
1730,164771.17390854965
1731,118299.36437556663
1732,131198.92302336724
1733,121914.21858391422
1734,123694.937550635
1735,139231.3055362073
1736,112687.85808454987
1737,339207.78682177083
1738,227077.58395318026
1739,280767.2567640331
1740,214139.52222969997
1741,194553.17303129536
1742,168551.93136119732
1743,170689.2544028997
1744,305605.43440012605
1745,217105.32254065122
1746,228770.22366423183
1747,230705.43892735866
1748,224921.10064722714
1749,147764.07305202592
1750,128724.7056452879
1751,244032.99254303408
1752,124231.13297657351
1753,138587.23469538713
1754,195644.86940703582
1755,164499.26132588967
1756,125673.23535818889
1757,120213.46084060782
1758,141405.65557381872
1759,161953.52221311216
1760,160959.89683749297
1761,145374.1114938435
1762,175933.32195942133
1763,167230.80357445555
1764,120256.31558059208
1765,185712.5255260355
1766,183149.3458994878
1767,225820.96795592183
1768,143942.44734381093
1769,170158.18212214668
1770,153261.86892790993
1771,132954.8986376933
1772,135224.60721209936
1773,125623.94900384832
1774,128891.89136974493
1775,136817.2840443539
1776,128620.67456415898
1777,111499.87123596873
1778,141672.92737577265
1779,124528.45957030654
1780,174453.11260424394
1781,127362.77857061545
1782,96286.36393853267
1783,139938.3257388213
1784,108918.03957006283
1785,121748.37735168907
1786,142217.5451192875
1787,170801.64011353074
1788,67868.28698975763
1789,103876.84259166144
1790,85189.13117152099
1791,182713.1780535072
1792,153610.80330021057
1793,133395.91759909017
1794,148912.6249438505
1795,135891.07208332507
1796,135625.67294016996
1797,120212.0332508959
1798,125935.2935505248
1799,114550.80884731862
1800,140103.9307771637
1801,122295.44934593195
1802,133818.63482288053
1803,145031.03416413936
1804,142882.31013918627
1805,137240.3527127206
1806,120046.16092207638
1807,130472.380111802
1808,125599.94776758851
1809,124605.42561257628
1810,141646.03824275054
1811,95196.21812794283
1812,96781.77755818235
1813,120952.55616338566
1814,89500.92854884724
1815,55074.25628104507
1816,107695.80048207492
1817,127152.14737371002
1818,150184.94757955507
1819,129739.58595536894
1820,65914.92815941412
1821,111530.12780342755
1822,140416.91498996745
1823,50201.81322779704
1824,140569.869456527
1825,139868.4213173795
1826,113034.3715307035
1827,102394.10443921381
1828,135009.6754363733
1829,117014.43188981284
1830,135544.484575761
1831,161837.30584645167
1832,77869.41950978586
1833,137994.87810592956
1834,124552.4459726776
1835,145796.68266536586
1836,127547.92305496703
1837,94139.87997821766
1838,126489.9596824551
1839,93135.36473544857
1840,156517.4479018247
1841,137719.37744963125
1842,89887.06044566125
1843,135434.66527923977
1844,141332.61441882717
1845,147175.85971410928
1846,151865.14770455653
1847,165192.4271294144
1848,49326.06396623171
1849,113280.33469160888
1850,125005.70863833863
1851,156328.05858457505
1852,129210.3864376646
1853,137965.98333776178
1854,174069.18030959697
1855,159284.3533768116
1856,215974.4103502993
1857,176311.86417906455
1858,135813.72374177666
1859,123838.21010683844
1860,148487.19083553244
1861,123578.92190384725
1862,293855.9498234893
1863,287128.7848451806
1864,287133.3897407799
1865,340924.3078852036
1866,332553.9934840424
1867,235578.03054555252
1868,305850.3429037784
1869,206278.7278998681
1870,242436.51355872807
1871,239540.53996951133
1872,172741.37792374546
1873,231558.4512660533
1874,148178.64607049437
1875,202245.63894673582
1876,188550.58088564815
1877,219552.21530628216
1878,211165.69666018392
1879,131924.86755519343
1880,133638.75377864117
1881,246332.55973669025
1882,251727.26004516345
1883,195905.10207309577
1884,210120.01818831248
1885,252324.96102208906
1886,294371.3498217459
1887,209310.8326886384
1888,294769.5783062328
1889,170381.80233783182
1890,129575.57435293282
1891,138337.4309045336
1892,108129.20619600386
1893,132172.4514124697
1894,124876.85977080665
1895,142592.75952352805
1896,126998.02421874096
1897,112225.86661243081
1898,113016.11136401554
1899,163579.0103432177
1900,158007.8685834803
1901,172982.84833715737
1902,151474.63814661623
1903,217680.15708068854
1904,147325.2057340608
1905,190132.71670253426
1906,160093.4925597725
1907,213585.08633801754
1908,113773.42087274845
1909,137273.23499200805
1910,123881.42226744756
1911,211801.71873459502
1912,311093.87817783374
1913,143147.73618653388
1914,66666.61307323209
1915,322384.2898978999
1916,72119.3450592461
1917,247082.25158730982
1918,141021.87179798138
1919,168919.3883638224
1920,143165.4659300307
1921,418043.64470168954
1922,330472.36344451597
1923,217805.2242753179
1924,210013.5154927195
1925,211300.80529549334
1926,396398.365486562
1927,136199.227047854
1928,152972.55986744846
1929,126322.20858367959
1930,144866.87965637137
1931,139734.66126560347
1932,133745.52238003162
1933,177024.75240677962
1934,177054.89458972416
1935,170367.53259726733
1936,181256.76379567597
1937,182585.8080684768
1938,167132.72687419722
1939,235904.01289104455
1940,199254.9707441392
1941,169975.8450456758
1942,184002.76859368267
1943,209190.89891150076
1944,332622.0730183028
1945,371144.99568588944
1946,155823.82932881723
1947,310162.5223639123
1948,176834.90494633146
1949,236277.1345038396
